row ID,row m/z,row retention time,row comment,row number of detected peaks,All identity elements,ID,Identification method,Molecular formula,Name,M,M,M,M,M,N,N,N,N,N,S,S,S,S,S
1116,788.5448668,4.481866667,,8,,PC (32:2) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,3239.189453,0,5904.97168,3079.229248,3937.601563,4732.98584,5516.819336,4722.560059,5229.505371,5620.979492,1724.003784,0,1355.418457,1422.666626
1937,788.5425775,4.727840278,,1,,PC (32:2) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,1732.343872,0,2785.965576,1679.690552,2332.128662,1552.308105,2143.429443,1914.115601,2176.326172,1807.308716,1307.126709,0,961.25,992.75177
936,804.5770287,5.254697436,,10,,PC (33:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,613.6455078,5946.870117,0,7746.249023,3919.791748,7898.480957,5247.755371,6101.053223,5287.686523,4541.231934,5165.604492,3768.476074,0,2401.913574,1875.753418
931,804.5765853,5.584464103,,12,,PC (33:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,6794.88916,0,9255.573242,5822.905762,7404.14209,5688.986816,9182.643555,5810.01123,6574.721191,6909.698242,4387.53418,921.722229,4853.392578,3523.822998
1025,802.5618315,5.10095,,6,,PC (33:2) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,2204.702637,0,6137.587891,2763.231445,2348.459473,2681.456055,5702.292969,3212.655762,3834.55957,3248.965332,1184.705078,0,2062.902344,2023.049438
812,820.6084275,6.154187778,,14,,PC (34:0) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,2801.484619,19328.84766,1180.343262,29394.47656,15280.7832,19236.12305,19657.75586,33689.39453,17546.89648,26329.95703,24741.02148,11882.00195,2631.864014,13718.12207,8524.282227
1607,812.5445781,4.391948148,,3,,PC (34:4) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,957.4127808,0,2849.673096,1378.906372,1081.031738,1655.5448,3162.686768,1651.903564,3441.654053,2150.70874,0,0,0,0
1152,832.6043494,5.907281944,,2,,PC (35:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,2069.077148,0,2782.448242,1541.322876,2840.870117,1616.626953,3356.061279,1970.453857,2169.540283,1952.615723,1411.064453,0,1360.001953,916.3777466
1636,832.6050547,6.226974242,,2,,PC (35:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,1816.125,0,2435.378174,1291.417603,1461.068115,1409.19519,2626.734375,1434.605591,1880.605957,2133.615234,1001.85553,0,978.0321655,0
1021,830.589818,5.733074359,,7,,PC (35:2) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,2122.322021,0,4869.352051,2796.204834,2068.500977,2784.748291,5287.345703,2009.905884,3673.644531,3692.849609,1226.562256,634.9204712,2146.490479,2072.960205
1403,830.5891949,5.407040278,,5,,PC (35:2) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,1767.920288,0,4958.064453,2341.621338,2415.165283,2180.537598,4740.560059,1898.297241,3266.232178,2957.070313,1076.546753,0,1401.818481,1455.227905
1601,826.5633637,4.703337037,,1,,PC (35:4) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,976.166687,0,2531.045898,1389.701538,1255.657837,1134.36145,3292.160645,1097.065796,2117.04834,1727.321411,0,0,0,0
891,846.6232023,6.22097619,,12,,PC (36:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,829,10622.05566,0,14732.08887,7655.368652,8946.725586,8618.673828,15707.7373,7891.151367,12102.70313,11236.78125,5528.509277,1039.111206,6454.491211,4302.152832
868,844.6075822,5.726906667,,13,,PC (36:2) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,2119.38501,13369.38379,633.0029297,29513.2832,20860.16016,12728.89844,16462.05664,31238.90039,13219.71875,25275.76172,24451.02539,7962.599609,3279.14624,14610.68945,14585.4082
1500,870.622021,5.909272222,,3,,PC (38:3) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,1016.891296,0,1539.34021,2532.928711,0,1113.990967,4209.087402,0,1718.472778,2327.362793,0,0,1689.013794,2318.134277
1033,868.6080609,5.638685897,,10,,PC (38:4) [M+HAc-H]- A,Lipid Database_NEG Updated Method_1.0.csv,,,0,2876.560303,0,3505.016846,6375.091309,2568.879639,2474.702637,11253.00293,1854.612915,4717.637207,4558.288086,2274.237549,908.3338013,3155.679688,5176.452637
964,778.5940126,5.878492308,,10,,PC (o-32:0) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,2997.429688,0,6624.395508,3088.644043,4895.516602,4010.240234,6996.028809,4034.835693,5179.683105,3509.050537,1664.108887,1832.81189,2342.321777,1391.952759
1366,776.580715,5.794276923,,4,,PC (p-32:0) or PC (o-32:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,510.8809509,3618.336426,0,5951.944824,3219.466797,3343.296631,3135.589844,5594.17334,3158.844971,4859.51709,3486.275635,2503.696045,0,2324.695801,1833.591187
1374,804.611902,5.936988889,,4,,PC (p-34:0) or PC (o-34:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,1859.490601,0,4944.597168,2432.345947,3078.886475,2266.387451,4145.52832,2674.577148,2579.823975,3145.773926,1401.474487,0,1951.835571,1151.469116
930,716.5238413,5.709278571,,12,,PE (34:1) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,795.3623047,8695.324219,0,24365.71289,6256.087402,10738.30176,5742.978027,30025.19531,9541.060547,11286.68848,8142.737793,4370.952148,750.9000244,5578.193848,2982.522217
805,714.5077919,5.200687778,,13,,PE (34:2) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,2861.513184,4037.164795,2057.143311,10931.95605,4855.830566,6609.694824,4456.492676,10569.59473,5635.717773,7164.85498,5018.880371,2919.94751,2087.233398,3844.674072,2579.138672
905,742.5394644,5.793384524,,10,,PE (36:2) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,722.7200317,11337.62207,0,20212.84961,7464.756836,12156.81055,7483.714844,23099.64648,11648.02051,10110.39355,9769.919922,5236.281738,828.4946289,7053.341797,3202.187744
870,740.5239706,5.303013095,,12,,PE (36:3) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,1467.843628,13774.08887,0,29819.93164,12518.21875,15284.26855,15316.23535,24195.31836,14590.19141,23635.43555,21224.00195,8573.266602,1281.576782,15026.27344,7877.34668
1245,766.5397994,5.756064286,,9,,PE (38:4) [M-H]- B,Lipid Database_NEG Updated Method_1.0.csv,,,645.2422485,3542.259277,0,9436.285156,4696.704102,4531.084473,3163.441895,26169.64453,3181.820068,6888.838379,4779.353516,3177.109375,956.6710815,3469.921875,2186.0354
834,700.5450279,6.308965556,,1,,PE (p-34:1) or PE (o-34:2) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,2448.638916,5511.138184,4512.943848,6056.680176,5451.4375,4505.000977,5347.057129,5716.920898,5077.366211,6114.812012,6118.60498,5138.474121,5091.11377,5983.172852,5521.526855
1652,700.5300263,6.062176923,,2,,PE (p-34:1) or PE (o-34:2) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,1572.375,0,2577.172119,1879.838623,4505.000977,1135.001709,2203,1978.823975,2206.949463,2746.145264,1253.625,706.4083252,1519.793091,1022.271606
1530,698.5118497,5.484598333,,3,,PE (p-34:2) or PE (o-34:3) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,1494.255493,0,5493.614258,1574.551392,2517.100586,1210.598389,6968.480469,1846.975098,3923.14624,1911.145142,0,0,1117.245361,0
1107,728.5622592,6.698316667,,8,,PE (p-36:1) or PE (o-36:2) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,549.7355957,3551.186523,0,3965.407959,2762.35083,2595.255371,2289.820313,5037.533203,2957.106445,3360.114258,3033.743896,1840.449341,544.6337891,2110.755615,1308.513672
1508,726.5430235,6.170533333,,5,,PE (p-36:2) or PE (o-36:3) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,2188.455566,0,6531.367188,2358.676514,2004.929199,1462.38208,12515.17871,2159.66748,4324.604004,2647.210938,958.0479736,0,1437.628296,978.8345337
965,722.5130836,5.404284524,,11,,PE (p-36:4) or PE (o-36:5) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,912.8512573,4693.03125,0,14937.125,6469.137695,5218.081543,4010.190674,24538.11719,6180.021484,9036.15332,6661.871582,5354.864258,1451.918945,6527.531738,3426.377686
1211,750.5449688,6.073504762,,8,,PE (p-38:4) or PE (o-38:5) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,755.8599243,5488.744629,0,8891.97168,6290.177734,9526.307617,3944.329102,14785.75195,6272.086914,14089.75586,15344.18359,5692.885742,1047.13501,5288.030762,2252.28125
926,748.529147,5.458861111,,3,,PE (p-38:5) or PE (o-38:6) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,8776.045898,0,24818.28711,10272.41113,10130.77246,5902.749023,39332.05469,10864.85059,13721.58594,12342.08789,6320.334473,0,6562.5625,2722.832764
576,776.4993803,6.30288,,6,,PE (p-40:5) or PE (o-40:6) [M-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,2860.277832,2577.220215,2735.578369,2540.065186,2398.352783,2594.241455,2638.321777,2609.378906,2407.662842,2302.376221,2403.201904,2594.103271,2515.291992,2351.755127,2445.584229
1036,733.5028015,4.358508333,,6,,SM (d32:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,2836.927734,0,4494.683105,1984.379395,4524.638184,2333.241699,4199.740723,3913.959229,2434.34375,2171.336182,1336.243408,0,0,0
1641,733.5150691,4.34109,,1,,SM (d32:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,2836.927734,0,4494.683105,1984.379395,4524.638184,2333.241699,2489.38623,3913.959229,2434.34375,2171.336182,1336.243408,0,0,0
646,747.5195643,4.600397778,,14,,SM (d33:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,13358.80957,396564.125,2496.315186,518857.0313,292152.9375,467040.8438,353926.9063,537382.625,457451.9375,465697.7188,393327.3438,208849.6719,10393.19238,176377.2344,124579.0313
1049,747.5173149,4.286134524,,7,,SM (d33:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,1900.455688,73279.48438,0,175199.5625,43488.27344,109178.5234,51431.75391,160565.1094,92446.25,99559.59375,62308.92969,21313.94922,1269.809082,30776.83594,13291.43555
460,763.5518244,5.342743333,,9,,SM (d34:0) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,5016.78125,3221.640625,4347.229492,3213.689697,3147.065186,2625.590088,3191.076904,3257.70874,2120.074951,3232.743408,3571.174316,4572.575195,5025.414063,4663.885254,5185.854004
1052,761.5433468,4.838631111,,9,,SM (d34:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,1476.744873,41654.71094,612.347229,118679.8438,28493.00391,53617.76953,27339.01367,181853.5938,49264.82031,78620.88281,46063.02734,10379.29004,1851.584473,12609.50293,5414.125977
948,761.573259,4.779481111,,10,,SM (d34:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,1476.744873,6364.399414,612.347229,118679.8438,15342.30273,53617.76953,4777.750488,23403.40039,8596.798828,8671.022461,11619.94238,6922.65332,1851.584473,12609.50293,9524.010742
1345,761.5386705,4.585207576,,3,,SM (d34:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,1476.744873,2079.354492,0,4385.202637,1407.395142,3756.78833,1516.396118,5364.376953,2476.305176,1920.278076,1859.851318,0,0,12609.50293,0
1958,759.5236923,4.238922222,,1,,SM (d34:2) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,0,0,2143.846924,1893.149292,1252.826538,0,2729.39624,1116.276978,1204.214233,1139.089966,900.2963867,0,0,1279.921875
1592,787.5376329,4.7299125,,1,,SM (d36:2) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,2066.496826,0,3023.0354,2141.025635,2097.864014,1862.202271,3598.398438,2672.874023,2970.018311,2432.042725,856.6466675,0,1418.977051,1057.934082
1646,817.6445839,6.101589394,,1,,SM (d38:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,981.7211304,0,1369.489258,1635.195923,1118.59436,0,2458.539795,1954.16272,1724.69397,2477.318359,921.7519531,0,1229.846924,1386.620239
1462,845.6748156,6.803440278,,3,,SM (d40:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,2000.125,0,2624.907471,4032.429932,1515.164429,1668.104614,5979.522949,2837.746338,3223.813965,2983.55127,1559.752441,0,2550.260742,2456.349854
1656,859.689417,7.472963889,,1,,SM (d41:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,914.2023315,0,1277.657715,1288.4729,602.0053101,769.1342773,2097.612793,1226.84375,1396.009644,1189.717529,649.713623,0,737.3440552,709.3150635
1007,873.7058436,7.475038889,,12,,SM (d42:1) [M+HAc-H]-,Lipid Database_NEG Updated Method_1.0.csv,,,0,3967.75,0,5364.018066,4878.000977,2635.480225,3008.618164,9220.401367,4982.969238,5947.818848,4806.196289,2791.463135,0,2740.991699,2615.665771
1031,871.6902593,6.774409722,,11,,SM (d42:2) [M+HAc-H]- A,Lipid Database_NEG Updated Method_1.0.csv,,,0,3365.209717,0,4899.957031,4876.560059,2230.720947,2556.249023,7834.50293,4918.280762,4364.933105,4751.885742,3107.292725,0,3978.082031,3575.338135
3,517.5129924,2.39821,,15,,,,,,1611477.25,1600398.125,1362782.875,1623304.875,1491671,1429775.75,1535239.5,1634349.125,1438118.375,1730277,1585950.25,1457523.25,1489537,1578041.125,1428976
6,258.3883944,2.397106667,,12,,,,,,1092312.875,1074980.875,994458.4375,1093161.25,1039263.938,1012034.875,1049146.125,1091037.5,1012520.313,1125023.875,1073969,1043188.25,1037841.625,1086666.125,1027247.563
5,284.2680792,3.20524,,13,,,,,,1178825.25,1164673.25,1107344.5,1080170.5,1114937.375,1089007.5,963862.1875,1000853.625,1015106.25,1086941,1061494.75,1358590.625,1211810.125,1037933.25,1178964.75
4,457.3177775,3.161022222,,15,,,,,,1566695.125,1376267.625,1111841.25,1329343.875,1173606.375,1232437.75,1355525.375,1430317.375,1255307.5,1453045.375,1341953,1281634.5,1204444.25,1160744.625,1041372.063
28,158.9754954,12.60041333,,15,,,,,,178165.1094,174559.0469,195479.7031,165129.75,218794.5781,168747.7656,186306.6875,166017.8125,208362.1094,202908.8438,199672.0313,173938.0625,179678.1563,179158.2344,164901.8281
8,389.2919383,3.045492222,,15,,,,,,393133.875,600884.4375,589089.75,621935.0625,581689.75,599365.6875,593702.6875,612217.6875,572009.0625,593167.5625,594518.625,612058.25,598237.75,615278.625,622458
10,379.262913,3.042175556,,15,,,,,,587341.25,648110.4375,550392.75,590876,546117.25,565018.4375,584982.125,636069.75,554990.1875,725607.0625,630650.875,546865.125,562285.25,584461.625,545763.0625
46,100.9340146,12.59931111,,15,,,,,,107430.7344,106581.1563,117793.2656,101315.9141,135217.2969,99852.84375,113808.8594,99975.35156,123772.7656,123640.3828,121664.9609,106240.3359,106738.6328,108785.4219,100697.8828
622,260.2586592,2.399316667,,12,,,,,,286119.25,284339.0313,256183.5625,288877,270001.125,262457.375,273748.3438,284660.9375,260468.0156,300981.4063,282808.9375,276013.4375,274817.6563,286574.6875,267894.2813
1751,1175.77493,5.517413333,,2,,,,,,302387.4375,354927.4375,275070.375,594185.8125,304034.0313,400955.5313,318584.625,587061.9375,424948.4688,481698.1563,344231.125,318076.6875,289952.2813,321845.125,308294.5625
23,539.4944784,2.396001111,,15,,,,,,298176.625,303502.0938,259824.1875,293435.5938,259133.7344,286257.0938,286795.1563,308666.8125,267083.9063,294625.8125,286204.125,269875.1563,276099.75,288609.1875,279876.125
11,433.2748576,3.17263,,15,,,,,,583499.5625,616069.875,544390.625,551657.3125,547143.0625,575470.875,593843.5,578672.25,575048.0625,667696.8125,608624.8125,548861.6875,551125.875,543632.1875,542278.9375
20,407.2492686,3.652417778,,15,,,,,,533195.9375,516757.8438,353000.4063,533034.125,457123.7813,421290.375,473417.625,516620.5313,473006.125,588168,518397.4063,537307.5625,457890.8438,537928,561324.5
13,1500.077193,5.069128889,,15,,,,,,583599.625,527127.375,454622.3125,503113.1563,472998.875,467127.9688,500478.875,524786.5625,463559.9375,537241.5,508612.0938,471743.9688,494497.25,520875.3125,465073.75
12,283.4085398,3.204686667,,15,,,,,,483805.6563,490379.3438,465529.3125,453333.9063,465567.4063,457961.6563,410278.9375,420093.1875,420889.3125,441427.0938,442727.4375,547477.9375,516445.4063,440746.2188,495690.3438
625,259.3938316,2.397658889,,3,,,,,,217502.2031,209780,197029.9844,213321.9063,204918.0625,196295.7813,204432.2656,209517.9844,200071.1406,224447.8281,214556.1719,201638.5313,203580.7344,211668.5469,201397.4375
19,442.3991964,4.032716667,,15,,,,,,512630.3125,523064.5938,367377.3438,548220.4375,455918.0625,455072.8125,488036.875,542732.3125,460331.7188,614335.125,535196.875,441190.75,420222.0313,487956.5,411329.9375
1418,1173.761237,5.489226667,,3,,,,,,164379.625,289587.6563,191432.1094,302866.75,329868.0938,296647.2188,296461.1563,305604.5625,463677.5,411205.3125,379484.25,271673.3125,187608.2188,317044.375,277316.7188
1518,158.9754603,11.73038333,,1,,,,,,25564.96289,24060.7793,25603.54688,165129.75,28604.57031,168747.7656,25604.98828,24048.43359,29132.60547,26448.47266,26689.63477,24574.4375,24586.51563,25269.01953,23242.55664
621,141.0173871,0.475191111,,10,,,,,,387650.8438,261445.5625,344736.4375,149920.1875,407134,268998.2813,283491.7188,320337.8438,264779,267728.5313,302233.25,102078.8281,359247.8125,193643.6406,106295.1953
18,515.3967733,4.280348889,,15,,,,,,544385.625,435721.0938,371381.1563,424849.1875,400518.2188,358877.25,404264.1563,426453.6563,384206.4688,511428.6875,437257.625,410211.6563,414304.4375,427833.9375,381777.4063
32,585.330304,5.009433333,,15,,,,,,287580.6875,264750.4375,165440.4531,317659.7188,247881.4688,237405.4063,243803.3125,320260.25,239780.0625,332040.625,274335.6875,246827.2188,202644.875,266140.5938,246795.8281
15,311.169752,0.71674,,15,,,,,,524734.1875,529668.125,407681.9688,604027.5625,525058.125,553378.125,400198,55621.99219,601312.75,73140.0625,356267.8438,2037911.875,692796.0625,110896.0781,185417.2813
101,433.3359647,12.50479444,,3,,,,,,23816.24023,30202.91406,31247.00586,33128.02734,29985.88672,30145.13672,30228,29874.12305,26896.26367,28388.44531,29973.9043,31900.91406,30445.75195,30223.6582,32943.05469
1163,257.9392647,12.61036444,,1,,,,,,24699.04297,30323.91211,29233.37695,28115.84375,27679.23633,30281.23633,29381.9707,29861.25586,30256.7832,29704.8457,30782.07617,29615.35352,30318.47852,29872.88086,30640.30469
741,773.5341824,4.670043333,,14,,,,,,4274.48291,133160.5625,1381.564087,384191.1563,117986.4219,181958.6719,186665.2344,328541.2813,224750.25,236335.3438,264880.2188,66452.98438,4822.066895,65500.16406,38150.83984
39,256.2366242,2.428058889,,10,,,,,,125321.1797,135469.8125,138123.9688,127067.4063,134597.2656,125078.3047,103911.7734,114409.2656,121981.6953,118528.0313,122495.3203,192518.1875,148373.7031,115780.1094,150698.2188
1519,100.9339713,11.61651333,,1,,,,,,16325.07813,15463.95215,16999.83789,15369.71094,17941.42188,14671.36914,16021.67285,14802.91992,18586.4043,17291.93359,16900.18359,16112.41113,16350,16315.30566,14979.74512
1421,771.5186038,4.28317381,,3,,,,,,2180.77124,33682.53906,0,490881.1875,68780.66406,67471.80469,136904.4375,302574.4688,94247.47656,281290.8438,228464.4844,20364.27539,2747.300293,28140.0625,14450.83496
16,325.1847768,0.756538889,,15,,,,,,537745,413761.5313,401230.7188,519018.875,217756.6094,484377.9375,215002.7656,154957.8438,320554.8125,181435.5,364765.625,1266431.25,661702.1875,439989.6563,517507.25
854,775.5511844,4.834208889,,12,,,,,,2106.133057,214999.2813,1013.561462,485044.9688,159530.4844,181618.3281,99151.22656,425314.3438,241424.7813,337447.7188,137906.5156,40140.82813,1349.883423,29756.82227,18724.50195
42,514.4928862,2.415346667,,11,,,,,,132167.4844,136403.3906,130084.7813,136623.375,140086.4688,122659.1953,105070.5625,118915.0234,121743.2109,125824.0156,124835.2109,188424.5781,146355.875,119996.9609,147939.2656
1800,259.2553073,12.39922111,,1,,,,,,16267.9873,30124.45898,22008.80664,29092.20508,12434.95996,30477.13281,24746.71094,30107.35938,16296.03516,21590.03516,23408.42383,26283.39453,24582.89063,23359.38281,28622.9043
86,391.2890188,3.059308889,,15,,,,,,46912.96094,39807.07422,39437.3125,40968.6875,40185.01953,39462.26563,39493.125,39882.40234,40353.92188,38533.46484,40167.59375,40369.0625,41589.23828,41235.87891,41684.37109
31,381.2595866,3.044385556,,15,,,,,,215047.0938,236469.0781,182386.8281,217833.875,194294.7813,203073.1406,209844.2813,229927.5781,202074.5469,260108.3438,228095.9688,194970.9063,199625.875,208456.9844,185347.125
27,435.2722315,3.173183333,,14,,,,,,214965.5313,229316.2656,199470.0313,197952.3438,198510.4219,218711.9219,222010.875,218749.9844,214895.2344,250102.25,226649.4375,192269.4688,203478.7344,198648.6094,191899.4063
630,941.7785336,10.70446778,,5,,,,,,44637.55859,45715.99219,40583.68359,46589.5,37913.85938,35035.77344,42036.96094,41805.85156,35394.51563,48873.28125,45925.48047,39399.33594,38025.29688,46111.71094,45739.77734
623,403.478083,3.04328,,7,,,,,,252389.9063,231587.8906,195736.0156,230845.3438,206800.3594,206361.5625,217096.8594,234236.0625,199806.5781,245987.9375,231923.375,210590.7813,214320.375,228489.2031,207453.5781
